trials_5.thisTrialN,trials_5.stepSize,trials_5.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,correctAns,tilt,key_resp.corr,trials_5.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
100,0.5,3.5,95.68750930001261,96.1875841000001,96.1875841000001,96.1875841000001,96.48747079999885,left,-3.5,1,1,0.6104304000036791,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
101,0.5,3.5,96.82061550000799,97.31973020001897,97.31973020001897,97.31973020001897,97.62045760001638,right,3.5,1,1,0.46308529999805614,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
102,0.5,3.5,97.80398369999602,98.30375469999854,98.30375469999854,98.30375469999854,98.60412820000784,left,-3.5,1,1,0.27326170000014827,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
103,0.5,3.0,98.60412820000784,99.10376420000102,99.10376420000102,99.10376420000102,99.40408850001404,right,3.0,1,1,0.4433487000060268,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
104,0.5,3.0,99.56979800001136,100.07051620000857,100.07051620000857,100.07051620000857,100.36994000000414,left,-3.0,1,1,0.5358055999968201,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
105,0.5,3.0,100.63716589999967,101.13686400000006,101.13686400000006,101.15271200001007,101.43649660001392,left,-3.0,0,0,13.133705999993253,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
106,0.5,3.5,114.28563250001753,114.78643870001542,114.78643870001542,114.78643870001542,115.08633980000741,right,3.5,1,1,0.6101595999789424,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
107,0.5,3.5,115.41925900001661,115.91898980000406,115.91898980000406,115.91898980000406,116.21959230001085,left,-3.5,1,1,0.6613328000239562,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
108,0.5,3.5,116.60296750001726,117.10320830001729,117.10320830001729,117.10320830001729,117.40291050000815,left,-3.5,1,1,0.48735690000467,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
109,0.5,3.0,117.61884900002042,118.11959400001797,118.11959400001797,118.11959400001797,118.41949490000843,right,3.0,1,1,0.399224900000263,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
110,0.5,3.0,118.53549420001218,119.0352952000103,119.0352952000103,119.0352952000103,119.33604880000348,right,3.0,1,1,0.29251440000371076,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
111,0.5,3.0,119.35283340001479,119.85287210001843,119.85287210001843,119.85287210001843,120.15256370001589,right,3.0,1,1,0.4003382000082638,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
112,0.5,2.5,120.26933290000306,120.76859670001431,120.76859670001431,120.76859670001431,,right,2.5,1,1,0.2626442000037059,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
113,0.5,2.5,121.0525925999973,121.5527248000144,121.5527248000144,121.5527248000144,121.85270630000741,right,2.5,1,1,0.33152040001004934,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
114,0.5,2.5,121.902610500023,122.40273570001591,122.40273570001591,122.40273570001591,,right,2.5,1,1,0.22660669998731464,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
115,0.5,2.0,122.65186990000075,123.15178450001986,123.15178450001986,123.15178450001986,,left,-2.0,0,0,0.211892599996645,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
116,0.5,2.5,123.38567750001675,123.86856580001768,123.86856580001768,123.88532230001874,124.16938940002001,right,2.5,0,0,0.332029799988959,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
117,0.5,3.0,124.21915760001866,124.71868869999889,124.71868869999889,124.71868869999889,125.01815800002078,left,-3.0,0,0,0.43459369998890907,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
118,0.5,3.5,125.18779510000604,125.68514640000649,125.68514640000649,125.70180249999976,125.985571600002,left,-3.5,0,0,0.5043057999864686,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
119,0.5,4.0,126.21850700001232,126.70189260001644,126.70189260001644,126.71820010000374,127.00217340001836,left,-4.0,0,0,2.492282499995781,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
120,0.5,4.5,129.21864190002088,129.7190620000183,129.7190620000183,129.7190620000183,130.01890470000217,left,-4.5,1,1,1.3180016000114847,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
121,0.5,4.5,131.06877890002215,131.56864350000978,131.56864350000978,131.56864350000978,131.86900000000605,left,-4.5,1,1,0.4161573000019416,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
122,0.5,4.5,132.00105079999776,132.50194730001385,132.50194730001385,132.50194730001385,132.80145690002246,right,4.5,1,1,0.4903545999841299,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
123,0.5,4.0,133.0184459000011,133.51893950000522,133.51893950000522,133.51893950000522,133.8182678000012,right,4.0,1,1,0.5514468000037596,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
124,0.5,4.0,134.10178540000925,134.58518760002335,134.58518760002335,134.60165779999807,134.8850911000045,left,-4.0,1,1,0.5250344999949448,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
125,0.5,4.0,135.134578600002,135.63507899999968,135.63507899999968,135.63507899999968,135.9340983000002,left,-4.0,1,1,0.511012800008757,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
126,0.5,3.5,136.16897170001175,136.66765840002336,136.66765840002336,136.68562600002042,136.96831050000037,left,-3.5,1,1,0.3543827999965288,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
127,0.5,3.5,137.0503673000203,137.53444700001273,137.53444700001273,137.55115060001845,137.83395430000382,right,3.5,1,1,1.9969795000215527,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
128,0.5,3.5,139.55069630002254,140.0507743000053,140.0507743000053,140.0507743000053,140.35053409999819,right,3.5,1,1,0.540734500013059,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
129,0.5,3.0,140.61714830002165,141.10210060002282,141.10210060002282,141.1171906000236,141.41725369999767,right,3.0,1,1,1.889984400011599,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
130,0.5,3.0,143.01718600001186,143.50158670000383,143.50158670000383,143.5181313000212,143.80158890000894,left,-3.0,1,1,0.6102182999893557,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
131,0.5,3.0,144.13421670001117,144.63465740001993,144.63465740001993,144.63465740001993,144.9330639000109,right,3.0,1,1,4.7205508000042755,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
132,0.5,2.5,149.38405780002358,149.8836777000106,149.8836777000106,149.8836777000106,150.18378200000734,left,-2.5,1,1,0.3705939000064973,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
133,0.5,2.5,150.2839832000027,150.78421310000704,150.78421310000704,150.78421310000704,151.0843334000092,left,-2.5,1,1,0.3949832000071183,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
134,0.5,2.5,151.20063460001256,151.7008156000229,151.7008156000229,151.7008156000229,152.00073520001024,left,-2.5,1,1,0.418305600003805,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
135,0.5,2.0,152.15096910001012,152.65052759999526,152.65052759999526,152.65052759999526,152.95076810001046,left,-2.0,1,1,0.3349887000222225,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
136,0.5,2.0,153.0176149000181,153.51697470000363,153.51697470000363,153.51697470000363,153.8175770000089,right,2.0,0,0,0.29654190002474934,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
137,0.5,2.5,153.83409300001222,154.3341440000222,154.3341440000222,154.3341440000222,154.6342646999983,right,2.5,1,1,0.43846750000375323,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
138,0.5,2.5,154.80079200002365,155.30034640000667,155.30034640000667,155.30034640000667,155.60052770000766,left,-2.5,1,1,0.6100527999806218,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
139,0.5,2.5,155.93332120002015,156.4341859999986,156.4341859999986,156.4341859999986,156.7329360000149,right,2.5,1,1,0.3863781999971252,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
140,0.5,2.0,156.8496575000172,157.33328130000154,157.33328130000154,157.34969350000028,157.63291710001067,right,2.0,0,0,0.31774159998167306,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
141,0.5,2.5,157.68290600000182,158.16675880001276,158.16675880001276,158.18354660001933,158.46681149999495,left,-2.5,1,1,0.6904096000071149,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
142,0.5,2.5,158.88306200000807,159.3838303000084,159.3838303000084,159.3838303000084,159.6831577999983,left,-2.5,1,1,0.4811309000069741,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
143,0.5,2.5,159.88416860002326,160.3837222000002,160.3837222000002,160.3837222000002,160.68343760000425,right,2.5,0,0,0.35289860001648776,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
144,0.5,3.0,160.76641559999553,161.25012630000128,161.25012630000128,161.2668177000014,161.5509243000124,left,-3.0,1,1,0.5247681000037119,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
145,0.5,3.0,161.7994050999987,162.29987710001296,162.29987710001296,162.29987710001296,162.60056489999988,left,-3.0,1,1,0.3658919000008609,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
146,0.5,3.0,162.6825832000177,163.1831772000005,163.1831772000005,163.1831772000005,163.48354610000388,right,3.0,1,1,0.4111462000000756,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
147,0.5,2.5,163.61660229999688,164.11682429999928,164.11682429999928,164.11682429999928,164.4166838999954,left,-2.5,1,1,0.37687279999954626,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
148,0.5,2.5,164.5163373000105,165.00030080002034,165.00030080002034,165.0162418000109,165.29969960000017,right,2.5,1,1,0.38751650002086535,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
149,0.5,2.5,165.41611310001463,165.91689690001658,165.91689690001658,165.91689690001658,166.21545810002135,right,2.5,1,1,0.4887457999866456,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
150,0.5,2.0,166.4327785000205,166.9334393000172,166.9334393000172,166.9334393000172,167.23259790000156,right,2.0,1,1,0.424239200016018,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
151,0.5,2.0,167.38369869999588,167.88355190001312,167.88355190001312,167.88355190001312,168.1832411000214,right,2.0,1,1,0.4249075000116136,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
152,0.5,2.0,168.33244940001168,168.83343880000757,168.83343880000757,168.83343880000757,169.1332645000075,right,2.0,1,1,0.416298199997982,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
153,0.5,1.5,169.26604610000504,169.76704920001794,169.76704920001794,169.76704920001794,170.06643020000774,right,1.5,1,1,0.6301600000297185,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
154,0.5,1.5,170.4157574000128,170.91618450000533,170.91618450000533,170.91618450000533,171.21641360002104,right,1.5,1,1,0.4351987999980338,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
155,0.5,1.5,171.3828130000038,171.883541600022,171.883541600022,171.883541600022,172.18307030000142,left,-1.5,1,1,0.43667999998433515,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
156,0.5,1.0,172.349371600023,172.83189250002033,172.83189250002033,172.84891090000747,173.13311009999597,right,1.0,1,1,0.29128550001769327,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
157,0.5,1.0,173.1492846000183,173.64903080000659,173.64903080000659,173.64903080000659,173.94986160000553,left,-1.0,0,0,0.37634800001978874,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
158,0.5,1.5,174.0489663000044,174.54975190002006,174.54975190002006,174.54975190002006,174.84966130001703,left,-1.5,0,0,0.33626040001399815,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
159,0.5,2.0,174.91633970002295,175.39971490000607,175.39971490000607,175.4163028000039,175.69955730001675,left,-2.0,0,0,0.4505401999922469,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
160,0.5,2.5,175.88232620002236,176.3826777000213,176.3826777000213,176.3826777000213,176.68280760000926,right,2.5,1,1,0.5053773999970872,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
161,0.5,2.5,176.9157176000008,177.41650350001873,177.41650350001873,177.41650350001873,177.71638440000243,right,2.5,1,1,1.0864574000006542,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
162,0.5,2.5,178.53249480001978,179.01565119999577,179.01565119999577,179.0327312000154,,left,-2.5,0,0,0.14680139999836683,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
163,0.5,3.0,179.18241209999542,179.68290780001553,179.68290780001553,179.68290780001553,179.98287030000938,right,3.0,1,1,0.5283630999911111,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
164,0.5,3.0,180.23231280001346,180.7325908000057,180.7325908000057,180.7325908000057,181.03255100001115,right,3.0,1,1,0.36302810002234764,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
165,0.5,3.0,181.11514609999722,181.61586250000983,181.61586250000983,181.61586250000983,181.9153450000158,right,3.0,1,1,0.5531184999854304,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
166,0.5,2.5,182.1984946000157,182.6992167000135,182.6992167000135,182.6992167000135,182.99875160001102,right,2.5,1,1,1.458964300021762,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
167,0.5,2.5,184.182411900023,184.68227960000513,184.68227960000513,184.68227960000513,184.98236490000272,left,-2.5,1,1,0.43022860001656227,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
168,0.5,2.5,185.13229160002084,185.63229589999537,185.63229589999537,185.63229589999537,185.93243240000447,left,-2.5,1,1,0.6420133000065107,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
169,0.5,2.0,186.29874240001664,186.79888879999635,186.79888879999635,186.79888879999635,187.09881630001473,left,-2.0,1,1,0.4261988000071142,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
170,0.5,2.0,187.24849610001547,187.74883409999893,187.74883409999893,187.74883409999893,188.04870100002154,right,2.0,1,1,0.5253186000045389,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
171,0.5,2.0,188.298449599999,188.7984869000211,188.7984869000211,188.7984869000211,189.0988663000171,left,-2.0,1,1,0.29833160000271164,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
172,0.5,1.5,189.1152010000078,189.6154820000229,189.6154820000229,189.6154820000229,189.91556510000373,right,1.5,1,1,0.3863464000169188,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
173,0.5,1.5,190.03122190001886,190.5315770000161,190.5315770000161,190.5315770000161,190.83194830000866,right,1.5,1,1,0.5231849999981932,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
174,0.5,1.5,191.08178580002277,191.58198720001383,191.58198720001383,191.58198720001383,191.88105250001536,right,1.5,1,1,0.3226561000046786,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
175,0.5,1.0,191.93176940002013,192.43196519999765,192.43196519999765,192.43196519999765,192.73132469999837,right,1.0,1,1,0.36602280000806786,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
176,0.5,1.0,192.81431410001824,193.31455000001006,193.31455000001006,193.31455000001006,193.61506790001295,right,1.0,1,1,0.3268180000013672,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
177,0.5,1.0,193.6648682000232,194.1650021999958,194.1650021999958,194.1650021999958,194.4652696000121,left,-1.0,1,1,0.43402149999747053,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
178,0.5,1.0,194.63117720000446,195.13194750002003,195.13194750002003,195.13194750002003,,right,1.0,1,1,0.23491930001182482,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
179,0.5,1.0,195.39795929999673,195.89824470001622,195.89824470001622,195.89824470001622,196.1977476000029,right,1.0,0,0,0.35739889999968,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
180,0.5,1.5,196.28085790001205,196.78085680000368,196.78085680000368,196.78085680000368,,left,-1.5,0,0,0.07316640001954511,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
181,0.5,2.0,196.88095890000113,197.38181210000766,197.38181210000766,197.38181210000766,197.68129800001043,left,-2.0,1,1,0.5828534999745898,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
182,0.5,2.0,197.98166030002176,198.48097030000645,198.48097030000645,198.48097030000645,198.78147300001,left,-2.0,1,1,1.3283577999973204,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
183,0.5,2.0,199.83044170000358,200.33123030001298,200.33123030001298,200.33123030001298,200.63219659999595,left,-2.0,1,1,0.3241631000128109,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
184,0.5,1.5,200.68060310001601,201.16461840001284,201.16461840001284,201.18145659999573,201.4645198000071,right,1.5,1,1,0.45573030001833104,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
185,0.5,1.5,201.64758530000108,202.14779240000644,202.14779240000644,202.14779240000644,202.44806490000337,right,1.5,0,0,0.36724880000110716,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
186,0.5,2.0,202.53088800000842,203.03235039999709,203.03235039999709,203.03235039999709,203.34793160000117,right,2.0,1,1,0.3161211000115145,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
187,0.5,2.0,203.36454660000163,203.864645499998,203.864645499998,203.864645499998,204.16383550001774,left,-2.0,0,0,0.3684847999829799,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
188,0.5,2.5,204.26453640000545,204.76409969999804,204.76409969999804,204.76409969999804,205.06445550001808,left,-2.5,0,0,0.3748749999795109,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
189,0.5,3.0,205.1645391000202,205.66390640000463,205.66390640000463,205.66390640000463,,left,-3.0,1,1,0.15006320000975393,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
190,0.5,3.0,205.8309133000148,206.33075540000573,206.33075540000573,206.33075540000573,,left,-3.0,1,1,0.23361409999779426,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
191,0.5,3.0,206.5812194000173,207.0803816000116,207.0803816000116,207.0803816000116,207.38106139999582,left,-3.0,1,1,0.3464046999870334,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
192,0.5,2.5,207.4475311000133,207.94766480001272,207.94766480001272,207.94766480001272,208.24764549999963,right,2.5,1,1,0.35777659999439493,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
193,0.5,2.5,208.33067850000225,208.83042390001356,208.83042390001356,208.83042390001356,209.1304263000202,left,-2.5,1,1,0.5563084000023082,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
194,0.5,2.5,209.41372240000055,209.9142320000101,209.9142320000101,209.9142320000101,210.21378620000905,right,2.5,1,1,0.27210820000618696,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
195,0.5,2.0,210.21378620000905,210.7140746000223,210.7140746000223,210.7140746000223,211.01401640000404,right,2.0,1,1,2.282555500016315,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
196,0.5,2.0,213.01344040001277,213.51408850000007,213.51408850000007,213.51408850000007,213.8137740000093,right,2.0,1,1,0.4280892999959178,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
197,0.5,2.0,213.96307359999628,214.46409610001137,214.46409610001137,214.46409610001137,,right,2.0,1,1,0.23014390000025742,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
198,0.5,1.5,214.71343530001468,215.21460279999883,215.21460279999883,215.21460279999883,,left,-1.5,0,0,0.1732635000080336,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
199,0.5,2.0,215.41360319999512,215.91391110001132,215.91391110001132,215.91391110001132,,left,-2.0,0,0,0.22484320000512525,476143,001,2023-09-01_11h52.11.357,Adaptive_Staircase,2023.1.3,60.70208026035435,
